race gender age filename database
0 1 36 072353_3F36.JPG morph
0 0 51 260710_25M51.JPG morph
1 0 18 322608_01M18.JPG morph
1 0 23 335057_01M23.JPG morph
0 0 37 132320_07M37.JPG morph
0 0 38 095907_1M38.JPG morph
1 0 22 288821_01M22.JPG morph
1 1 43 099857_30F43.JPG morph
0 0 25 292888_02M25.JPG morph
1 0 36 087852_3M36.JPG morph
1 0 50 050703_1M50.JPG morph
0 0 40 157748_00M40.JPG morph
0 0 51 064437_4M51.JPG morph
1 1 16 322050_01F16.JPG morph
1 1 38 126560_00F38.JPG morph
1 0 42 061353_3M42.JPG morph
1 0 21 303345_00M21.JPG morph
0 0 19 322191_02M19.JPG morph
0 0 53 074515_2M53.JPG morph
0 0 31 337036_01M31.JPG morph
0 1 18 317230_00F18.JPG morph
1 0 18 305846_01M18.JPG morph
1 1 36 127382_00F36.JPG morph
0 1 19 327042_02F19.JPG morph
1 0 44 062276_1M44.JPG morph
0 0 46 090593_2M46.JPG morph
0 1 48 120365_8F48.JPG morph
1 1 42 125713_2F42.JPG morph
1 0 35 206932_11M35.JPG morph
1 0 47 275165_03M47.JPG morph
0 0 34 109351_2M34.JPG morph
0 0 50 072175_1M50.JPG morph
1 0 38 279391_02M38.JPG morph
0 1 26 220353_02F26.JPG morph
0 0 44 286942_05M44.JPG morph
1 0 28 191004_02M28.JPG morph
0 0 19 305466_00M19.JPG morph
1 0 41 082659_0M41.JPG morph
0 0 41 083498_2M41.JPG morph
0 0 45 048703_0M45.JPG morph
1 0 29 193892_03M29.JPG morph
1 0 26 236691_03M26.JPG morph
0 1 47 048125_6F47.JPG morph
1 0 19 295689_01M19.JPG morph
0 0 23 335130_00M23.JPG morph
0 0 40 072547_2M40.JPG morph
1 0 58 043318_02M58.JPG morph
1 0 40 093199_1M40.JPG morph
1 1 35 275637_02F35.JPG morph
1 0 24 329911_02M24.JPG morph
1 0 16 319839_02M16.JPG morph
1 0 34 091475_0M34.JPG morph
0 1 46 114845_1F46.JPG morph
0 0 51 260710_20M51.JPG morph
1 0 17 312802_02M17.JPG morph
